0,0,24,0,0
1,1,51,0,0
2,2,25,0,0
3,3,42,0,0
4,4,44,0,0
5,5,36,0,0
6,6,26,0,0
7,7,29,0,0
8,8,37,0,0
9,9,32,0,0
10,10,52,0,0
11,11,46,0,0
12,12,50,0,0
13,13,43,0,0
14,14,49,0,0
15,15,33,0,0
16,16,46,0,0
17,17,30,0,0
18,18,46,0,0
19,19,38,0,0
20,20,29,1,0
21,21,63,1,0
22,22,44,1,0
23,23,26,1,0
24,24,36,1,0
25,25,51,1,0
26,26,39,1,0
27,27,42,1,0
28,28,39,1,0
29,29,23,1,0
30,30,50,1,0
31,31,66,1,0
32,32,51,1,0
33,33,27,1,0
34,34,44,1,0
35,35,19,1,0
36,36,48,1,0
37,37,41,1,0
38,38,41,1,0
39,39,48,1,0
40,40,58,2,0
41,41,59,2,0
42,42,26,2,0
43,43,35,2,0
44,44,13,2,0
45,45,38,2,0
46,46,43,2,0
47,47,47,2,0
48,48,12,2,0
49,49,29,2,0
50,50,37,2,0
51,51,20,2,0
52,52,34,2,0
53,53,50,2,0
54,54,48,2,0
55,55,51,2,0
56,56,32,2,0
57,57,73,2,0
58,58,39,2,0
59,59,46,2,0
60,60,44,3,0
61,61,28,3,0
62,62,47,3,0
63,63,35,3,0
64,64,57,3,0
65,65,30,3,0
66,66,40,3,0
67,67,51,3,0
68,68,35,3,0
69,69,44,3,0
70,70,53,3,0
71,71,61,3,0
72,72,58,3,0
73,73,43,3,0
74,74,67,3,0
75,75,33,3,0
76,76,34,3,0
77,77,46,3,0
78,78,41,3,0
79,79,38,3,0
80,80,47,4,0
81,81,49,4,0
82,82,44,4,0
83,83,38,4,0
84,84,21,4,0
85,85,46,4,0
86,86,38,4,0
87,87,62,4,0
88,88,17,4,0
89,89,44,4,0
90,90,63,4,0
91,91,38,4,0
92,92,21,4,0
93,93,28,4,0
94,94,30,4,0
95,95,29,4,0
96,96,31,4,0
97,97,32,4,0
98,98,65,4,0
99,99,63,4,0
100,100,59,5,0
101,101,34,5,0
102,102,34,5,0
103,103,21,5,0
104,104,45,5,0
105,105,12,5,0
106,106,43,5,0
107,107,33,5,0
108,108,50,5,0
109,109,43,5,0
110,110,68,5,0
111,111,22,5,0
112,112,27,5,0
113,113,46,5,0
114,114,29,5,0
115,115,48,5,0
116,116,60,5,0
117,117,21,5,0
118,118,68,5,0
119,119,35,5,0
120,120,57,6,0
121,121,25,6,0
122,122,28,6,0
123,123,56,6,0
124,124,25,6,0
125,125,69,6,0
126,126,35,6,0
127,127,35,6,0
128,128,33,6,0
129,129,63,6,0
130,130,33,6,0
131,131,14,6,0
132,132,35,6,0
133,133,24,6,0
134,134,6,6,0
135,135,30,6,0
136,136,21,6,0
137,137,48,6,0
138,138,35,6,0
139,139,46,6,0
140,140,47,7,0
141,141,34,7,0
142,142,60,7,0
143,143,44,7,0
144,144,35,7,0
145,145,54,7,0
146,146,58,7,0
147,147,37,7,0
148,148,31,7,0
149,149,37,7,0
150,150,52,7,0
151,151,28,7,0
152,152,23,7,0
153,153,49,7,0
154,154,33,7,0
155,155,16,7,0
156,156,55,7,0
157,157,60,7,0
158,158,39,7,0
159,159,47,7,0
160,160,69,8,0
161,161,35,8,0
162,162,5,8,0
163,163,44,8,0
164,164,51,8,0
165,165,49,8,0
166,166,36,8,0
167,167,30,8,0
168,168,37,8,0
169,169,70,8,0
170,170,40,8,0
171,171,45,8,0
172,172,28,8,0
173,173,20,8,0
174,174,23,8,0
175,175,2,8,0
176,176,28,8,0
177,177,56,8,0
178,178,64,8,0
179,179,53,8,0
180,180,15,9,0
181,181,23,9,0
