0,0,34,0,0
1,1,78,0,0
2,2,19,0,0
3,3,75,0,0
4,4,2,0,0
5,5,44,0,0
6,6,11,0,0
7,7,43,0,0
8,8,8,0,0
9,9,78,0,0
10,10,78,0,0
11,11,78,0,0
12,12,53,0,0
13,13,8,0,0
14,14,46,0,0
15,15,9,0,0
16,16,97,0,0
17,17,89,0,0
18,18,74,0,0
19,19,50,0,0
20,20,86,1,0
21,21,7,1,0
22,22,58,1,0
23,23,17,1,0
24,24,28,1,0
25,25,74,1,0
26,26,23,1,0
27,27,11,1,0
28,28,87,1,0
29,29,32,1,0
30,30,6,1,0
31,31,86,1,0
32,32,16,1,0
33,33,17,1,0
34,34,29,1,0
35,35,57,1,0
36,36,41,1,0
37,37,71,1,0
38,38,64,1,0
39,39,38,1,0
40,40,88,2,0
41,41,37,2,0
42,42,56,2,0
43,43,98,2,0
44,44,64,2,0
45,45,83,2,0
46,46,85,2,0
47,47,68,2,0
48,48,29,2,0
49,49,16,2,0
50,50,50,2,0
51,51,20,2,0
52,52,43,2,0
53,53,2,2,0
54,54,57,2,0
55,55,20,2,0
56,56,39,2,0
57,57,97,2,0
58,58,56,2,0
59,59,92,2,0
60,60,87,3,0
61,61,79,3,0
62,62,65,3,0
63,63,0,3,0
64,64,97,3,0
65,65,28,3,0
66,66,72,3,0
67,67,24,3,0
68,68,26,3,0
69,69,68,3,0
70,70,95,3,0
71,71,87,3,0
72,72,9,3,0
73,73,3,3,0
74,74,44,3,0
75,75,71,3,0
76,76,12,3,0
77,77,89,3,0
78,78,19,3,0
79,79,94,3,0
80,80,92,4,0
81,81,25,4,0
82,82,8,4,0
83,83,72,4,0
84,84,59,4,0
85,85,77,4,0
86,86,66,4,0
87,87,86,4,0
88,88,30,4,0
89,89,74,4,0
90,90,39,4,0
91,91,54,4,0
92,92,5,4,0
93,93,38,4,0
94,94,37,4,0
95,95,35,4,0
96,96,64,4,0
97,97,36,4,0
98,98,48,4,0
99,99,46,4,0
100,100,53,5,0
101,101,53,5,0
102,102,32,5,0
103,103,78,5,0
104,104,68,5,0
105,105,74,5,0
106,106,80,5,0
107,107,30,5,0
108,108,37,5,0
109,109,94,5,0
110,110,93,5,0
111,111,72,5,0
112,112,23,5,0
113,113,90,5,0
114,114,1,5,0
115,115,82,5,0
116,116,98,5,0
117,117,54,5,0
118,118,5,5,0
119,119,96,5,0
120,120,17,6,0
121,121,40,6,0
122,122,78,6,0
123,123,94,6,0
124,124,12,6,0
125,125,22,6,0
126,126,65,6,0
127,127,8,6,0
128,128,8,6,0
129,129,46,6,0
130,130,46,6,0
131,131,65,6,0
132,132,21,6,0
133,133,41,6,0
134,134,4,6,0
135,135,42,6,0
136,136,8,6,0
137,137,47,6,0
138,138,68,6,0
139,139,37,6,0
140,140,11,7,0
141,141,46,7,0
142,142,60,7,0
143,143,73,7,0
144,144,41,7,0
145,145,53,7,0
146,146,12,7,0
147,147,73,7,0
148,148,12,7,0
149,149,90,7,0
150,150,68,7,0
151,151,18,7,0
152,152,92,7,0
153,153,55,7,0
154,154,61,7,0
155,155,14,7,0
156,156,77,7,0
157,157,78,7,0
158,158,99,7,0
159,159,79,7,0
160,160,61,8,0
161,161,66,8,0
162,162,53,8,0
163,163,8,8,0
164,164,63,8,0
165,165,31,8,0
166,166,17,8,0
167,167,78,8,0
168,168,65,8,0
169,169,62,8,0
170,170,25,8,0
171,171,37,8,0
172,172,73,8,0
173,173,89,8,0
174,174,48,8,0
175,175,63,8,0
176,176,47,8,0
177,177,84,8,0
178,178,39,8,0
179,179,67,8,0
180,180,92,9,0
181,181,53,9,0
182,182,51,9,0
183,183,10,9,0
184,184,75,9,0
185,185,96,9,0
186,186,93,9,0
187,187,28,9,0
188,188,63,9,0
189,189,87,9,0
190,190,30,9,0
191,191,89,9,0
192,192,8,9,0
193,193,28,9,0
194,194,99,9,0
195,195,51,9,0
196,196,2,9,0
197,197,34,9,0
198,198,79,9,0
199,199,38,9,0
200,200,95,10,0
201,201,3,10,0
202,202,63,10,0
203,203,82,10,0
204,204,76,10,0
205,205,12,10,0
206,206,7,10,0
207,207,45,10,0
208,208,11,10,0
209,209,4,10,0
210,210,37,10,0
211,211,25,10,0
212,212,95,10,0
213,213,40,10,0
214,214,5,10,0
215,215,48,10,0
216,216,79,10,0
217,217,56,10,0
218,218,84,10,0
219,219,2,10,0
220,220,60,11,0
221,221,42,11,0
222,222,92,11,0
223,223,98,11,0
224,224,47,11,0
225,225,55,11,0
226,226,22,11,0
227,227,10,11,0
228,228,82,11,0
229,229,90,11,0
230,230,29,11,0
231,231,54,11,0
232,232,73,11,0
233,233,52,11,0
234,234,12,11,0
235,235,31,11,0
236,236,80,11,0
237,237,87,11,0
238,238,2,11,0
239,239,35,11,0
240,240,36,12,0
241,241,51,12,0
242,242,63,12,0
243,243,61,12,0
244,244,57,12,0
245,245,25,12,0
246,246,19,12,0
247,247,3,12,0
248,248,11,12,0
249,249,7,12,0
250,250,52,12,0
251,251,50,12,0
252,252,96,12,0
253,253,85,12,0
254,254,64,12,0
255,255,12,12,0
256,256,19,12,0
257,257,22,12,0
258,258,88,12,0
259,259,5,12,0
260,260,41,13,0
261,261,3,13,0
262,262,59,13,0
263,263,13,13,0
264,264,41,13,0
265,265,83,13,0
266,266,37,13,0
267,267,83,13,0
268,268,62,13,0
269,269,93,13,0
270,270,47,13,0
271,271,37,13,0
272,272,49,13,0
273,273,97,13,0
274,274,33,13,0
275,275,18,13,0
276,276,53,13,0
277,277,94,13,0
278,278,40,13,0
279,279,49,13,0
280,280,60,14,0
281,281,15,14,0
282,282,90,14,0
283,283,44,14,0
284,284,97,14,0
285,285,18,14,0
286,286,35,14,0
287,287,74,14,0
288,288,18,14,0
289,289,4,14,0
290,290,93,14,0
291,291,26,14,0
292,292,68,14,0
293,293,16,14,0
294,294,14,14,0
295,295,5,14,0
296,296,62,14,0
297,297,60,14,0
298,298,5,14,0
299,299,68,14,0
300,300,58,15,0
301,301,76,15,0
302,302,81,15,0
303,303,69,15,0
304,304,95,15,0
305,305,57,15,0
306,306,62,15,0
307,307,96,15,0
308,308,24,15,0
309,309,44,15,0
310,310,69,15,0
311,311,23,15,0
312,312,43,15,0
313,313,51,15,0
314,314,72,15,0
315,315,18,15,0
316,316,59,15,0
317,317,18,15,0
318,318,99,15,0
319,319,4,15,0
320,320,46,16,0
321,321,92,16,0
322,322,56,16,0
323,323,22,16,0
324,324,16,16,0
325,325,36,16,0
326,326,81,16,0
327,327,50,16,0
328,328,80,16,0
329,329,80,16,0
330,330,94,16,0
331,331,47,16,0
332,332,38,16,0
333,333,20,16,0
334,334,72,16,0
335,335,80,16,0
336,336,48,16,0
337,337,54,16,0
338,338,6,16,0
339,339,30,16,0
340,340,91,17,0
341,341,2,17,0
342,342,66,17,0
343,343,25,17,0
344,344,8,17,0
345,345,3,17,0
346,346,40,17,0
347,347,77,17,0
348,348,16,17,0
349,349,25,17,0
350,350,91,17,0
351,351,70,17,0
352,352,6,17,0
353,353,8,17,0
354,354,61,17,0
355,355,44,17,0
356,356,39,17,0
357,357,28,17,0
358,358,56,17,0
359,359,88,17,0
360,360,62,18,0
361,361,46,18,0
362,362,29,18,0
363,363,2,18,0
364,364,37,18,0
365,365,19,18,0
366,366,4,18,0
367,367,32,18,0
368,368,19,18,0
369,369,89,18,0
370,370,26,18,0
371,371,99,18,0
372,372,10,18,0
373,373,46,18,0
374,374,22,18,0
375,375,76,18,0
376,376,43,18,0
377,377,94,18,0
378,378,93,18,0
379,379,49,18,0
380,380,38,19,0
381,381,1,19,0
382,382,89,19,0
383,383,75,19,0
384,384,24,19,0
385,385,33,19,0
386,386,57,19,0
387,387,27,19,0
388,388,94,19,0
389,389,91,19,0
390,390,25,19,0
391,391,26,19,0
392,392,23,19,0
393,393,15,19,0
394,394,26,19,0
395,395,86,19,0
396,396,60,19,0
397,397,60,19,0
398,398,17,19,0
399,399,90,19,0
400,400,45,20,0
401,401,54,20,0
402,402,31,20,0
403,403,81,20,0
404,404,87,20,0
405,405,66,20,0
406,406,49,20,0
407,407,75,20,0
408,408,17,20,0
409,409,10,20,0
410,410,47,20,0
411,411,99,20,0
412,412,55,20,0
413,413,88,20,0
414,414,13,20,0
415,415,79,20,0
416,416,81,20,0
417,417,49,20,0
418,418,82,20,0
419,419,34,20,0
420,420,16,21,0
421,421,81,21,0
422,422,66,21,0
423,423,50,21,0
424,424,76,21,0
425,425,100,21,0
426,426,0,21,0
427,427,14,21,0
428,428,81,21,0
429,429,43,21,0
430,430,69,21,0
431,431,19,21,0
432,432,72,21,0
433,433,51,21,0
434,434,62,21,0
435,435,48,21,0
436,436,11,21,0
437,437,65,21,0
438,438,67,21,0
439,439,99,21,0
440,440,75,22,0
441,441,80,22,0
442,442,39,22,0
443,443,2,22,0
444,444,81,22,0
445,445,66,22,0
446,446,12,22,0
447,447,17,22,0
